Label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22
1,8,5563,176.375,556.3,17.6375,0.8,0.9,0.166534238,7,181289,982.4285714,18128.9,98.24285714,0.7,0.7,0.248877616,1,0.1,1,2.513333333,2,1
1,11,6533,275.5454545,544.4166667,22.96212121,0.916666667,0.916666667,0.45274815,7,138299,2344,11524.91667,195.3333333,0.583333333,0.583333333,0.773593949,2,0.166666667,1,4.958888889,3,0
1,13,5466,99.15384615,390.4285714,7.082417582,0.928571429,0.928571429,1.398881626,12,185547,841.4166667,13253.35714,60.10119048,0.857142857,0.857142857,0.977372547,6,0.428571429,1,5.800909091,9,0
1,11,6829,98.09090909,569.0833333,8.174242424,0.916666667,0.916666667,0.682223579,9,209697,550,17474.75,45.83333333,0.75,0.75,0.283189565,4,0.333333333,1,6.22375,5,0
1,10,4848,99.7,440.7272727,9.063636364,0.909090909,0.909090909,1.149249447,9,174669,296.2222222,15879,26.92929293,0.818181818,0.818181818,0.374222347,3,0.272727273,1,5.98,8,0
1,9,5472,299.5555556,547.2,29.95555556,0.9,0.9,0.384441735,7,169251,3094.714286,16925.1,309.4714286,0.7,0.7,0.744648578,2,0.2,1,3.942857143,4,0
1,14,7259,76.14285714,483.9333333,5.076190476,0.933333333,0.933333333,1.299502043,13,254820,673.4615385,16988,44.8974359,0.866666667,0.866666667,0.772750225,6,0.4,1,5.99,13,0
1,15,8212,112.8,513.25,7.05,0.9375,0.9375,1.295154175,14,306611,1184.928571,19163.1875,74.05803571,0.875,0.875,1.016284533,5,0.3125,1,6.19,19,0
1,10,6836,118.1,621.4545455,10.73636364,0.909090909,0.909090909,0.827075285,7,198091,416.1428571,18008.27273,37.83116883,0.636363636,0.636363636,0.265537427,2,0.181818182,1,5.298571429,7,0
1,22,8105,113.6818182,300.1851852,4.21043771,0.814814815,0.962962963,2.120803405,24,267771,734.5416667,9917.444444,27.20524691,0.888888889,0.888888889,1.4897018,9,0.333333333,1,5.613478261,21,0
1,11,7564,111.5454545,630.3333333,9.295454545,0.916666667,0.916666667,0.911924252,10,262408,1495.3,21867.33333,124.6083333,0.833333333,0.833333333,0.664026422,3,0.25,1,5.80375,9,0
1,13,5603,87,373.5333333,5.8,0.866666667,0.933333333,1.006744221,13,191867,782.2307692,12791.13333,52.14871795,0.866666667,0.866666667,0.842522251,5,0.333333333,1,5.985454545,12,0
1,7,4329,99.14285714,481,11.01587302,0.777777778,0.888888889,0.83488037,7,139515,1519.428571,15501.66667,168.8253968,0.777777778,0.777777778,0.659492161,3,0.333333333,1,5.65,2,0
1,11,5824,132.9090909,448,10.22377622,0.846153846,0.923076923,0.638518205,11,200341,1435.181818,15410.84615,110.3986014,0.846153846,0.846153846,0.800878496,5,0.384615385,1,5.483333333,6,0
1,10,5002,67.7,454.7272727,6.154545455,0.909090909,0.909090909,0.753420697,9,169157,766.7777778,15377.90909,69.70707071,0.818181818,0.818181818,0.589354648,5,0.454545455,1,6.47,3,0
1,14,7377,58.92857143,491.8,3.928571429,0.933333333,0.933333333,1.111576311,13,259303,623.8461538,17286.86667,41.58974359,0.866666667,0.866666667,0.770874286,6,0.4,1,5.895454545,7,0
1,13,7081,103.6923077,505.7857143,7.406593407,0.928571429,0.928571429,1.2766862,12,239526,592.25,17109,42.30357143,0.857142857,0.857142857,0.681029096,4,0.285714286,1,5.51,8,0
1,8,5222,100,580.2222222,11.11111111,0.888888889,0.888888889,0.422310392,7,177567,631.2857143,19729.66667,70.14285714,0.777777778,0.777777778,0.274865868,2,0.222222222,1,4.958,4,0
1,12,6855,104.1666667,527.3076923,8.012820513,0.923076923,0.923076923,0.956414417,11,230432,845.0909091,17725.53846,65.00699301,0.846153846,0.846153846,0.516560754,5,0.384615385,1,5.616666667,3,0
1,11,5906,176.3636364,492.1666667,14.6969697,0.916666667,0.916666667,0.577200879,9,187397,1675,15616.41667,139.5833333,0.75,0.75,0.472773867,3,0.25,1,4.43,3,0
1,14,7047,96.14285714,414.5294118,5.655462185,0.823529412,0.941176471,1.31598123,14,246704,1023.642857,14512,60.21428571,0.823529412,0.882352941,1.095011855,6,0.352941176,1,5.310769231,13,0
1,8,4878,31.375,542,3.486111111,0.888888889,0.888888889,0.478601816,7,164501,315.1428571,18277.88889,35.01587302,0.777777778,0.777777778,0.207142504,3,0.333333333,1,6.244,3,0
1,17,7698,46.88235294,427.6666667,2.604575163,0.944444444,0.944444444,1.343318945,16,289985,275.5,16110.27778,15.30555556,0.888888889,0.888888889,0.50256197,7,0.388888889,1,7.068181818,9,0
1,14,6693,105.0714286,446.2,7.004761905,0.933333333,0.933333333,1.075891097,13,227206,1203.307692,15147.06667,80.22051282,0.866666667,0.866666667,0.810597244,5,0.333333333,1,6.44125,5,0
1,10,4971,61.1,451.9090909,5.554545455,0.909090909,0.909090909,0.793125797,9,167990,895.8888889,15271.81818,81.44444444,0.818181818,0.818181818,0.59267297,4,0.363636364,1,6.82,8,0
1,5,2018,152.8,336.3333333,25.46666667,0.833333333,0.833333333,0.762431314,4,75615,2085.5,12602.5,347.5833333,0.666666667,0.666666667,0.518481725,2,0.333333333,1,4.023333333,2,1
1,13,6768,75.23076923,483.4285714,5.373626374,0.928571429,0.928571429,1.452411368,12,228901,1181.833333,16350.07143,84.41666667,0.857142857,0.857142857,1.109170509,6,0.428571429,1,5.539090909,8,0
1,11,4037,62.09090909,336.4166667,5.174242424,0.916666667,0.916666667,0.956122717,10,132438,562.1,11036.5,46.84166667,0.833333333,0.833333333,0.602729545,4,0.333333333,1,5.94875,9,0
1,12,5154,80.58333333,396.4615385,6.198717949,0.923076923,0.923076923,1.067155386,11,174861,595.5454545,13450.84615,45.81118881,0.846153846,0.846153846,0.62353643,5,0.384615385,1,5.984444444,10,0
1,8,3215,91.25,357.2222222,10.13888889,0.888888889,0.888888889,0.622010513,7,101288,1511,11254.22222,167.8888889,0.777777778,0.777777778,0.513386042,2,0.222222222,1,4.674,1,0
1,11,4956,84,413,7,0.916666667,0.916666667,1.246375646,10,187955,762.5,15662.91667,63.54166667,0.833333333,0.833333333,0.717079778,5,0.416666667,1,6.465555556,4,0
1,13,5778,66.15384615,412.7142857,4.725274725,0.928571429,0.928571429,1.057029907,12,198531,737.3333333,14180.78571,52.66666667,0.857142857,0.857142857,0.690256688,6,0.428571429,1,6.113,11,0
1,9,6789,168.1111111,678.9,16.81111111,0.9,0.9,0.687110762,8,233016,2287.625,23301.6,228.7625,0.8,0.8,0.662761509,2,0.2,1,3.731666667,4,0
1,6,3379,63,482.7142857,9,0.857142857,0.857142857,0.541544165,5,121768,939.2,17395.42857,134.1714286,0.714285714,0.714285714,0.380934786,2,0.285714286,1,6.246666667,2,1
1,12,6423,179.9166667,494.0769231,13.83974359,0.923076923,0.923076923,1.019682783,11,237290,1971.272727,18253.07692,151.6363636,0.846153846,0.846153846,0.943454702,5,0.384615385,1,4.826666667,4,0
1,10,5785,101,525.9090909,9.181818182,0.909090909,0.909090909,1.110234806,9,207512,1182.777778,18864.72727,107.5252525,0.818181818,0.818181818,0.768587742,5,0.454545455,1,5.9525,8,0
1,9,4926,61.33333333,492.6,6.133333333,0.9,0.9,0.588062537,8,166291,388.125,16629.1,38.8125,0.8,0.8,0.331647663,4,0.4,1,5.523333333,4,0
1,8,4855,269.25,485.5,26.925,0.8,0.9,-0.556916044,5,83962,263.8,8396.2,26.38,0.5,0.5,0.159021872,3,0.3,1,4.516666667,3,0
1,7,3986,129.1428571,498.25,16.14285714,0.875,0.875,0.558649449,6,130615,1767.833333,16326.875,220.9791667,0.75,0.75,0.451468831,1,0.125,1,4.0775,0,1
1,6,3185,104.8333333,455,14.97619048,0.857142857,0.857142857,0.798743935,5,115798,806.2,16542.57143,115.1714286,0.714285714,0.714285714,0.34453182,4,0.571428571,1,6.353333333,1,1
1,11,8159,255.8181818,679.9166667,21.31818182,0.916666667,0.916666667,-0.349323372,8,224908,1697.75,18742.33333,141.4791667,0.666666667,0.666666667,0.511966816,2,0.166666667,1,4.1625,6,0
1,14,6779,70.35714286,423.6875,4.397321429,0.875,0.9375,1.425788375,14,256573,676.9285714,16035.8125,42.30803571,0.875,0.875,0.92060663,6,0.375,1,7,7,0
1,12,6862,94.16666667,527.8461538,7.243589744,0.923076923,0.923076923,1.308103895,11,229993,1171,17691.76923,90.07692308,0.846153846,0.846153846,0.987140014,5,0.384615385,1,7.528333333,3,0
1,11,4720,79.09090909,393.3333333,6.590909091,0.916666667,0.916666667,0.89200392,10,158387,754.9,13198.91667,62.90833333,0.833333333,0.833333333,0.513421365,4,0.333333333,1,6.13875,6,0
1,15,7548,124.3333333,471.75,7.770833333,0.9375,0.9375,1.059076407,14,280452,1984.142857,17528.25,124.0089286,0.875,0.875,1.036970271,5,0.3125,1,6.018888889,5,0
1,18,9714,138.3333333,511.2631579,7.280701754,0.947368421,0.947368421,1.838290761,17,351205,900.9411765,18484.47368,47.41795666,0.894736842,0.894736842,1.16831528,6,0.315789474,1,6.069375,18,0
1,13,6691,186.6153846,477.9285714,13.32967033,0.928571429,0.928571429,1.519708757,12,231908,2285.833333,16564.85714,163.2738095,0.857142857,0.857142857,1.204744058,4,0.285714286,1,5.321428571,3,0
1,9,6493,75.77777778,649.3,7.577777778,0.9,0.9,0.809243917,8,218290,125.375,21829,12.5375,0.8,0.8,0.167152499,2,0.2,1,4.006666667,1,1
1,11,4766,133,397.1666667,11.08333333,0.916666667,0.916666667,0.655211618,10,160145,1566.6,13345.41667,130.55,0.833333333,0.833333333,0.692048994,3,0.25,1,5.52375,7,0
1,7,4033,13.42857143,448.1111111,1.492063492,0.777777778,0.888888889,0.246314239,7,132379,211,14708.77778,23.44444444,0.777777778,0.777777778,0.202354569,4,0.444444444,1,7.294,2,0
1,15,5820,89.33333333,363.75,5.583333333,0.9375,0.9375,1.602217307,14,200073,647.3571429,12504.5625,40.45982143,0.875,0.875,0.872387106,6,0.375,1,6.120833333,7,0
1,6,5071,287,724.4285714,41,0.857142857,0.857142857,-0.249150486,4,146292,805,20898.85714,115,0.571428571,0.571428571,0.217311984,1,0.142857143,0,2.26,1,1
1,14,6032,72.5,402.1333333,4.833333333,0.933333333,0.933333333,1.015872007,12,190755,1118.916667,12717,74.59444444,0.8,0.8,0.50402963,5,0.333333333,1,6.641818182,13,0
1,16,6464,83.8125,359.1111111,4.65625,0.888888889,0.944444444,1.255602,16,224496,944.6875,12472,52.48263889,0.888888889,0.888888889,1.10896414,7,0.388888889,1,6.21,11,0
1,13,7530,151.8461538,502,10.12307692,0.866666667,0.933333333,1.086692082,13,261027,2255.615385,17401.8,150.374359,0.866666667,0.866666667,1.309178864,4,0.266666667,1,5.842727273,4,0
1,16,8284,67.6875,487.2941176,3.981617647,0.941176471,0.941176471,1.19400764,15,293731,733.2666667,17278.29412,43.13333333,0.882352941,0.882352941,0.777443516,6,0.352941176,1,6.113846154,12,0
1,13,7192,178.6153846,513.7142857,12.75824176,0.928571429,0.928571429,0.916701094,11,215269,1882.818182,15376.35714,134.487013,0.785714286,0.785714286,0.87427244,4,0.285714286,1,3.896,4,0
1,14,7104,48.07142857,473.6,3.204761905,0.933333333,0.933333333,1.222382293,13,244816,456.9230769,16321.06667,30.46153846,0.866666667,0.866666667,0.641949552,7,0.466666667,1,6.661818182,13,0
1,13,6732,66.92307692,480.8571429,4.78021978,0.928571429,0.928571429,1.216602303,12,249006,742.25,17786.14286,53.01785714,0.857142857,0.857142857,0.837585843,5,0.357142857,1,6.311,15,0
1,7,3292,110.1428571,411.5,13.76785714,0.875,0.875,0.535277024,6,118417,1578.666667,14802.125,197.3333333,0.75,0.75,0.426460193,3,0.375,1,5.2725,2,1
1,12,6600,110,507.6923077,8.461538462,0.923076923,0.923076923,1.159578109,11,229849,909.4545455,17680.69231,69.95804196,0.846153846,0.846153846,0.724458146,4,0.307692308,1,4.992222222,7,0
1,8,5205,267.75,578.3333333,29.75,0.888888889,0.888888889,0.168312697,5,159014,1273.2,17668.22222,141.4666667,0.555555556,0.555555556,0.407602171,2,0.222222222,1,2.526,1,0
1,9,4569,107.7777778,456.9,10.77777778,0.9,0.9,0.805036126,8,152728,1022.5,15272.8,102.25,0.8,0.8,0.455255523,3,0.3,1,4.2,4,0
1,8,3252,99.25,361.3333333,11.02777778,0.888888889,0.888888889,0.508927642,7,102689,1514.285714,11409.88889,168.2539683,0.777777778,0.777777778,0.507694963,3,0.333333333,1,4.838,3,0
1,11,3950,36.45454545,329.1666667,3.037878788,0.916666667,0.916666667,0.75230234,10,129117,500.8,10759.75,41.73333333,0.833333333,0.833333333,0.476332523,5,0.416666667,1,6.465,6,0
1,11,7222,94.09090909,555.5384615,7.237762238,0.846153846,0.923076923,1.171048459,11,246189,1063.727273,18937.61538,81.82517483,0.846153846,0.846153846,0.900315548,5,0.384615385,1,6.2,7,0
1,10,4427,115.8,402.4545455,10.52727273,0.909090909,0.909090909,1.194971481,9,139744,1364.666667,12704,124.0606061,0.818181818,0.818181818,0.875719804,5,0.454545455,1,6.48125,3,0
1,14,7359,78.64285714,459.9375,4.915178571,0.875,0.9375,1.00252368,14,258601,687.9285714,16162.5625,42.99553571,0.875,0.875,0.688798799,6,0.375,1,6.336666667,11,0
1,15,9412,179.7333333,588.25,11.23333333,0.9375,0.9375,1.41900537,14,336664,3497.357143,21041.5,218.5848214,0.875,0.875,1.451108055,6,0.375,1,5.3775,2,0
1,11,4809,70.45454545,400.75,5.871212121,0.916666667,0.916666667,0.954732289,10,161772,286.7,13481,23.89166667,0.833333333,0.833333333,0.360384462,4,0.333333333,1,5.4975,6,0
1,8,5503,86.625,550.3,8.6625,0.8,0.9,0.84490131,8,196852,1094,19685.2,109.4,0.8,0.8,0.677482164,2,0.2,1,5.61,0,1
1,9,5236,56.66666667,523.6,5.666666667,0.9,0.9,0.593601047,8,178089,925,17808.9,92.5,0.8,0.8,0.528768429,3,0.3,1,5.885,4,0
1,10,5928,73.1,538.9090909,6.645454545,0.909090909,0.909090909,0.920583036,9,204363,999.5555556,18578.45455,90.86868687,0.818181818,0.818181818,0.691199335,4,0.363636364,1,5.701428571,6,0
1,8,4571,223.25,507.8888889,24.80555556,0.888888889,0.888888889,0.327492397,6,117398,3481.666667,13044.22222,386.8518519,0.666666667,0.666666667,0.319276336,2,0.222222222,1,2.94,2,0
1,12,4608,148.8333333,354.4615385,11.44871795,0.923076923,0.923076923,0.985450534,11,154089,1915,11853,147.3076923,0.846153846,0.846153846,0.836864359,3,0.230769231,1,4.88,9,0
1,16,6379,89.375,375.2352941,5.257352941,0.941176471,0.941176471,1.757374502,15,217187,776.4,12775.70588,45.67058824,0.882352941,0.882352941,1.047402697,6,0.352941176,1,6.060769231,13,0
1,7,3132,177.5714286,391.5,22.19642857,0.875,0.875,0.43928871,6,98151,1974.333333,12268.875,246.7916667,0.75,0.75,0.443235831,1,0.125,1,3.795,0,1
1,8,4732,121.375,525.7777778,13.48611111,0.888888889,0.888888889,0.513262298,7,158949,1765.714286,17661,196.1904762,0.777777778,0.777777778,0.537257945,2,0.222222222,1,5.168,2,0
1,10,4958,131.1,450.7272727,11.91818182,0.909090909,0.909090909,0.962974735,9,179249,1891.666667,16295.36364,171.969697,0.818181818,0.818181818,0.828928093,2,0.181818182,1,5.7075,6,0
1,19,9812,117.7368421,467.2380952,5.606516291,0.904761905,0.952380952,1.86051758,19,367881,944.5789474,17518.14286,44.97994987,0.904761905,0.904761905,1.403181683,7,0.333333333,1,6.28,15,0
1,11,6146,58.36363636,512.1666667,4.863636364,0.916666667,0.916666667,0.915433721,10,219729,466.3,18310.75,38.85833333,0.833333333,0.833333333,0.52626891,4,0.333333333,1,5.39,6,0
1,13,7382,154.4615385,527.2857143,11.03296703,0.928571429,0.928571429,0.97513463,11,250862,806.1818182,17918.71429,57.58441558,0.785714286,0.785714286,0.511157443,4,0.285714286,1,4.9275,6,0
1,8,3716,162.5,412.8888889,18.05555556,0.888888889,0.888888889,0.494342121,7,120337,2928.571429,13370.77778,325.3968254,0.777777778,0.777777778,0.425100288,2,0.222222222,1,3.958,2,0
1,17,8985,150.8235294,472.8947368,7.938080495,0.894736842,0.947368421,1.576324691,17,320311,1604.117647,16858.47368,84.42724458,0.894736842,0.894736842,1.370749155,5,0.263157895,1,4.901333333,11,0
1,14,5669,121.5714286,377.9333333,8.104761905,0.933333333,0.933333333,1.033418178,13,194352,1028.615385,12956.8,68.57435897,0.866666667,0.866666667,0.950188265,5,0.333333333,1,5.341818182,7,0
1,9,3182,88.33333333,318.2,8.833333333,0.9,0.9,1.055082585,8,115585,611.125,11558.5,61.1125,0.8,0.8,0.397408055,4,0.4,1,5.666666667,5,0
1,11,5899,151.1818182,491.5833333,12.59848485,0.916666667,0.916666667,0.760735735,10,203228,2167.1,16935.66667,180.5916667,0.833333333,0.833333333,0.736281,3,0.25,1,5.2825,5,0
1,13,6445,89.69230769,460.3571429,6.406593407,0.928571429,0.928571429,1.198165992,12,223901,849.25,15992.92857,60.66071429,0.857142857,0.857142857,0.700435875,4,0.285714286,1,5.76,10,0
1,8,6809,273.75,680.9,27.375,0.8,0.9,0.61861537,7,197949,2544.285714,19794.9,254.4285714,0.7,0.7,0.641003436,2,0.2,1,3.191666667,4,0
1,12,6531,94.58333333,502.3846154,7.275641026,0.923076923,0.923076923,1.025528289,11,230108,921.6363636,17700.61538,70.8951049,0.846153846,0.846153846,0.410505155,4,0.307692308,1,5.616666667,3,0
1,11,5605,142.1818182,467.0833333,11.84848485,0.916666667,0.916666667,1.182176325,10,187420,1365.8,15618.33333,113.8166667,0.833333333,0.833333333,0.813928702,4,0.333333333,1,5.457777778,12,0
1,10,3444,77.3,313.0909091,7.027272727,0.909090909,0.909090909,0.854423404,9,109911,1234.888889,9991.909091,112.2626263,0.818181818,0.818181818,0.627784158,4,0.363636364,1,5.205714286,6,0
1,10,5233,67.8,475.7272727,6.163636364,0.909090909,0.909090909,0.858808221,9,177928,841.7777778,16175.27273,76.52525253,0.818181818,0.818181818,0.553244186,4,0.363636364,1,5.507142857,4,0
1,9,5355,130.3333333,535.5,13.03333333,0.9,0.9,0.668414823,8,172807,1605.625,17280.7,160.5625,0.8,0.8,0.525237105,2,0.2,1,4.086666667,0,1
1,13,7158,76.53846154,511.2857143,5.467032967,0.928571429,0.928571429,1.038527782,12,251022,769.5,17930.14286,54.96428571,0.857142857,0.857142857,0.615540899,4,0.285714286,1,6.333,10,0
1,8,5634,260,626,28.88888889,0.888888889,0.888888889,0.182641407,6,177774,2232.833333,19752.66667,248.0925926,0.666666667,0.666666667,0.464552135,1,0.111111111,1,1.286,4,0
1,11,7417,145.2727273,618.0833333,12.10606061,0.916666667,0.916666667,1.401473694,10,268044,1607.3,22337,133.9416667,0.833333333,0.833333333,0.901790457,3,0.25,1,4.614444444,6,0
1,11,6114,97.09090909,509.5,8.090909091,0.916666667,0.916666667,0.849887792,10,212363,497.6,17696.91667,41.46666667,0.833333333,0.833333333,0.485969874,4,0.333333333,1,5.616666667,3,0
1,10,4447,66,404.2727273,6,0.909090909,0.909090909,1.063651643,9,162854,943.8888889,14804.90909,85.80808081,0.818181818,0.818181818,0.662764137,5,0.454545455,1,6.46625,9,0
1,8,4480,80.25,497.7777778,8.916666667,0.888888889,0.888888889,0.842579892,7,142443,747.7142857,15827,83.07936508,0.777777778,0.777777778,0.529696824,4,0.444444444,1,6.5825,1,1
1,14,5752,96.71428571,359.5,6.044642857,0.875,0.9375,0.891512691,14,197486,1773.357143,12342.875,110.8348214,0.875,0.875,0.5925922,7,0.4375,1,6.540833333,7,0
1,10,5130,45.8,466.3636364,4.163636364,0.909090909,0.909090909,0.75995553,9,174022,435,15820.18182,39.54545455,0.818181818,0.818181818,0.386644822,3,0.272727273,1,5.83,9,0
1,12,5712,55.16666667,439.3846154,4.243589744,0.923076923,0.923076923,1.127788687,11,204565,701.9090909,15735.76923,53.99300699,0.846153846,0.846153846,0.759641924,4,0.307692308,1,6.331,13,0
1,17,8134,92.76470588,428.1052632,4.882352941,0.894736842,0.947368421,1.601145914,17,287952,618.2352941,15155.36842,32.53869969,0.894736842,0.894736842,0.933758713,7,0.368421053,1,6.126666667,14,0
1,13,7586,163.0769231,541.8571429,11.64835165,0.928571429,0.928571429,1.316875764,12,281481,1653,20105.78571,118.0714286,0.857142857,0.857142857,1.138811464,3,0.214285714,1,4.615,7,0
1,9,4471,80,447.1,8,0.9,0.9,0.493421002,8,169035,672.875,16903.5,67.2875,0.8,0.8,0.318839825,3,0.3,1,5.913333333,0,1
1,7,2804,89.57142857,350.5,11.19642857,0.875,0.875,0.729513618,6,103383,2356.833333,12922.875,294.6041667,0.75,0.75,0.485390417,1,0.125,1,5.572,1,0
1,8,4960,155.625,551.1111111,17.29166667,0.888888889,0.888888889,0.545495679,6,140048,2059.666667,15560.88889,228.8518519,0.666666667,0.666666667,0.347649841,1,0.111111111,1,4.602,0,0
1,9,4720,64.33333333,429.0909091,5.848484848,0.818181818,0.909090909,0.732090068,9,158421,1020,14401.90909,92.72727273,0.818181818,0.818181818,0.668463182,5,0.454545455,1,5.354285714,6,0
1,12,6188,184.75,476,14.21153846,0.923076923,0.923076923,1.256363016,10,174475,2310.1,13421.15385,177.7,0.769230769,0.769230769,0.983527821,4,0.307692308,1,4.959,1,0
1,9,4730,112.1111111,473,11.21111111,0.9,0.9,0.911754793,8,167475,1327.75,16747.5,132.775,0.8,0.8,0.684102431,4,0.4,1,5.472857143,7,0
1,9,5540,86.55555556,554,8.655555556,0.9,0.9,0.651519147,8,189635,1420.625,18963.5,142.0625,0.8,0.8,0.612327336,4,0.4,1,6.306666667,3,0
1,5,2590,193.6,431.6666667,32.26666667,0.833333333,0.833333333,0.605326508,4,78994,3115.75,13165.66667,519.2916667,0.666666667,0.666666667,0.49513503,1,0.166666667,1,3.883333333,0,1
1,6,3804,183.3333333,543.4285714,26.19047619,0.857142857,0.857142857,0.843164624,5,116196,2181.8,16599.42857,311.6857143,0.714285714,0.714285714,0.591538735,1,0.142857143,1,4.27,1,1
1,12,4725,141.6666667,363.4615385,10.8974359,0.923076923,0.923076923,1.038294857,11,158538,1820.272727,12195.23077,140.020979,0.846153846,0.846153846,1.026582508,3,0.230769231,1,4.596666667,7,0
1,6,4263,281.5,609,40.21428571,0.857142857,0.857142857,0.357281008,3,116761,961,16680.14286,137.2857143,0.428571429,0.428571429,0.199850281,0,0,1,2.93,1,1
1,7,4979,293,622.375,36.625,0.875,0.875,0.556694265,6,152941,3275.666667,19117.625,409.4583333,0.75,0.75,0.487541381,3,0.375,1,1.89,0,1
1,11,4817,65.81818182,401.4166667,5.484848485,0.916666667,0.916666667,0.86142424,10,162090,700.4,13507.5,58.36666667,0.833333333,0.833333333,0.551208199,3,0.25,1,5.68625,7,0
1,7,4873,58.14285714,609.125,7.267857143,0.875,0.875,0.661994472,6,160243,495.3333333,20030.375,61.91666667,0.75,0.75,0.305128376,2,0.25,1,5.33,2,1
1,15,7235,105.3333333,425.5882353,6.196078431,0.882352941,0.941176471,1.413219218,15,253836,1202.066667,14931.52941,70.70980392,0.882352941,0.882352941,0.859911454,6,0.352941176,1,5.933076923,11,0
1,8,3686,127.75,409.5555556,14.19444444,0.888888889,0.888888889,0.677321841,7,132188,1060,14687.55556,117.7777778,0.777777778,0.777777778,0.606271261,2,0.222222222,1,5.936666667,5,0
1,11,4107,71.09090909,342.25,5.924242424,0.916666667,0.916666667,0.955082336,10,135088,776.9,11257.33333,64.74166667,0.833333333,0.833333333,0.625410411,5,0.416666667,1,6.6125,5,0
1,13,8510,163.0769231,607.8571429,11.64835165,0.928571429,0.928571429,1.713346076,12,297803,2364.5,21271.64286,168.8928571,0.857142857,0.857142857,0.980486101,5,0.357142857,1,3.91,2,0
1,5,3479,187,579.8333333,31.16666667,0.833333333,0.833333333,0.513042817,4,104127,2340.5,17354.5,390.0833333,0.666666667,0.666666667,0.379074256,1,0.166666667,1,4.223333333,0,1
1,7,3071,101.8571429,383.875,12.73214286,0.875,0.875,0.701752066,6,113528,1132.5,14191,141.5625,0.75,0.75,0.533674959,2,0.25,1,6.158,1,0
1,9,4113,100.3333333,411.3,10.03333333,0.9,0.9,0.60270252,8,135398,2312.25,13539.8,231.225,0.8,0.8,0.493539976,4,0.4,1,6.521666667,1,0
1,16,9015,134.75,530.2941176,7.926470588,0.941176471,0.941176471,1.261906225,15,331699,805.6,19511.70588,47.38823529,0.882352941,0.882352941,1.028173031,5,0.294117647,1,5.526,9,0
1,9,9551,536.4444444,955.1,53.64444444,0.9,0.9,-2.087483193,4,167846,3292.75,16784.6,329.275,0.4,0.4,0.184719038,1,0.1,0,0.115,15,0
1,7,4838,131.8571429,604.75,16.48214286,0.875,0.875,0.753862573,6,170124,1123,21265.5,140.375,0.75,0.75,0.571769426,2,0.25,1,5.168,3,0
1,10,4067,59.2,369.7272727,5.381818182,0.909090909,0.909090909,0.667581115,9,133600,551.1111111,12145.45455,50.1010101,0.818181818,0.818181818,0.421056894,4,0.363636364,1,6.114285714,4,0
1,13,5608,128.0769231,400.5714286,9.148351648,0.928571429,0.928571429,1.416327565,12,206319,1347.833333,14737.07143,96.27380952,0.857142857,0.857142857,1.011454589,7,0.5,1,6.900909091,5,0
1,12,5157,66.5,396.6923077,5.115384615,0.923076923,0.923076923,0.997068793,11,174978,340,13459.84615,26.15384615,0.846153846,0.846153846,0.458821966,4,0.307692308,1,5.708888889,8,0
1,9,3914,72.88888889,391.4,7.288888889,0.9,0.9,0.768283643,8,127827,339.125,12782.7,33.9125,0.8,0.8,0.341096122,3,0.3,1,5.823333333,6,0
1,18,8647,90.22222222,432.35,4.511111111,0.9,0.95,1.779420843,18,307436,760.6666667,15371.8,38.03333333,0.9,0.9,1.244817897,8,0.4,1,5.67375,11,0
1,9,5158,197.7777778,515.8,19.77777778,0.9,0.9,0.034106349,7,158104,1737.428571,15810.4,173.7428571,0.7,0.7,0.4093336,3,0.3,1,5.033333333,3,0
1,13,4998,48.15384615,357,3.43956044,0.928571429,0.928571429,1.071704271,12,168887,236.75,12063.35714,16.91071429,0.857142857,0.857142857,0.382639296,6,0.428571429,1,6.214,12,0
1,13,6516,95.69230769,465.4285714,6.835164835,0.928571429,0.928571429,1.075558383,12,226597,784.3333333,16185.5,56.02380952,0.857142857,0.857142857,0.730065464,4,0.285714286,1,5.879,7,0
1,9,5747,109.7777778,574.7,10.97777778,0.9,0.9,1.150877311,8,193420,2063.625,19342,206.3625,0.8,0.8,0.691771321,3,0.3,1,4.175,1,0
1,6,3958,158.3333333,565.4285714,22.61904762,0.857142857,0.857142857,0.812214002,5,122056,1277.2,17436.57143,182.4571429,0.714285714,0.714285714,0.485820959,2,0.285714286,1,4.605,2,1
1,7,4252,30.57142857,472.4444444,3.396825397,0.777777778,0.888888889,0.329836854,7,140705,181.7142857,15633.88889,20.19047619,0.777777778,0.777777778,0.175626496,3,0.333333333,1,6.69,2,0
1,6,4051,89,578.7142857,12.71428571,0.857142857,0.857142857,0.704094232,5,129014,1205.8,18430.57143,172.2571429,0.714285714,0.714285714,0.421855996,1,0.142857143,1,5.596666667,1,1
1,11,5697,76.27272727,474.75,6.356060606,0.916666667,0.916666667,0.860620554,10,195529,706.7,16294.08333,58.89166667,0.833333333,0.833333333,0.526863331,5,0.416666667,1,5.9975,6,0
1,10,4191,143.3,381,13.02727273,0.909090909,0.909090909,0.906668839,9,138329,1431.777778,12575.36364,130.1616162,0.818181818,0.818181818,0.777875304,4,0.363636364,1,5.164285714,2,0
1,13,7619,125.7692308,544.2142857,8.983516484,0.928571429,0.928571429,1.100077955,12,263921,1297.166667,18851.5,92.6547619,0.857142857,0.857142857,0.637755515,6,0.428571429,1,5.901818182,11,0
