Name,Label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22
neostencil,1,9,3712,63.44444444,371.2,6.344444444,0.9,0.9,0.467532829,8,128841,814,12884.1,81.4,0.8,0.8,0.192157594,4,0.4,1,6.743,3,0
orangehrmlive,1,12,5072,124.6666667,390.1538462,9.58974359,0.923076923,0.923076923,0.854035747,11,161918,2236.363636,12455.23077,172.027972,0.846153846,0.846153846,0.492918918,5,0.384615385,1,5.904615385,10,0
pgvcl,1,4,1716,454,343.2,90.8,0.8,0.8,0.574338219,3,61787,12319.66667,12357.4,2463.933333,0.6,0.6,0.420613348,0,0,1,3.04,0,0
supernovadirectory,1,17,8057,85.58823529,447.6111111,4.754901961,0.944444444,0.944444444,1.118124797,16,280268,537.4375,15570.44444,29.85763889,0.888888889,0.888888889,0.279029621,7,0.388888889,1,5.836111111,19,0
tnpolice,1,7,3190,120.5714286,398.75,15.07142857,0.875,0.875,0.521028258,6,117974,1821.5,14746.75,227.6875,0.75,0.75,0.216943379,3,0.375,1,6.00625,3,0
enagiceu,1,7,1466,94.42857143,183.25,11.80357143,0.875,0.875,0.478055731,6,48952,1427.5,6119,178.4375,0.75,0.75,0.215158331,5,0.625,1,6.46875,2,0
hitradio,1,7,2432,47,304,5.875,0.875,0.875,0.325870827,6,80133,480.5,10016.625,60.0625,0.75,0.75,0.097176281,4,0.5,1,6.2275,6,0
postnl,1,5,3082,124.2,513.6666667,20.7,0.833333333,0.833333333,0.389553475,4,97801,4382.75,16300.16667,730.4583333,0.666666667,0.666666667,0.242106478,1,0.166666667,1,5.595,1,0
crest,1,4,1620,44.75,324,8.95,0.8,0.8,0.138511738,3,34738,104,6947.6,20.8,0.6,0.6,0.01356478,1,0.2,1,6.522,4,0
dvusd,1,4,2422,310.25,484.4,62.05,0.8,0.8,0.513478704,3,65822,8097.333333,13164.4,1619.466667,0.6,0.6,0.326149524,1,0.2,1,3.52,1,0
activesearchresults,1,17,7485,88.47058824,393.9473684,4.656346749,0.894736842,0.947368421,1.09227565,17,255850,611.6470588,13465.78947,32.19195046,0.894736842,0.894736842,0.331960352,7,0.368421053,1,6.278947368,13,0
keyper,1,5,2235,140,372.5,23.33333333,0.833333333,0.833333333,0.424428125,4,78382,2020.75,13063.66667,336.7916667,0.666666667,0.666666667,0.17985781,2,0.333333333,1,5.383333333,2,0
culturalcare,1,11,4654,92.63636364,387.8333333,7.71969697,0.916666667,0.916666667,0.693976207,10,151845,618.3,12653.75,51.525,0.833333333,0.833333333,0.194894993,5,0.416666667,1,5.908333333,6,0
essex,1,4,1739,67.5,347.8,13.5,0.8,0.8,0.223837927,3,59328,444,11865.6,88.8,0.6,0.6,0.047270759,2,0.4,1,6.602,1,0
inpwrd,1,5,2925,297.2,487.5,49.53333333,0.833333333,0.833333333,0.562241943,4,86359,9801,14393.16667,1633.5,0.666666667,0.666666667,0.484531241,1,0.166666667,1,4.555,1,0
53news,1,5,3853,473.4,642.1666667,78.9,0.833333333,0.833333333,0.452511945,4,113833,9954.25,18972.16667,1659.041667,0.666666667,0.666666667,0.286425617,1,0.166666667,1,3.956666667,3,0
piratebay,1,8,2513,73.5,279.2222222,8.166666667,0.888888889,0.888888889,0.47808693,7,94350,763.1428571,10483.33333,84.79365079,0.777777778,0.777777778,0.166324915,4,0.444444444,1,6.134444444,8,0
downloadgamexbox,1,15,5495,175,343.4375,10.9375,0.9375,0.9375,1.426355151,14,187310,1655,11706.875,103.4375,0.875,0.875,0.558149131,6,0.375,1,4.88125,11,0
avermedia,1,8,2699,68.75,299.8888889,7.638888889,0.888888889,0.888888889,0.447366713,7,90761,272,10084.55556,30.22222222,0.777777778,0.777777778,0.069485296,5,0.555555556,1,6.657777778,4,0
adventureinyou,1,13,6273,108.1538462,448.0714286,7.725274725,0.928571429,0.928571429,0.892414749,12,217093,969.3333333,15506.64286,69.23809524,0.857142857,0.857142857,0.32734729,7,0.5,1,5.784285714,8,0
loger,1,4,1375,64.5,275,12.9,0.8,0.8,0.214253843,3,45706,707.6666667,9141.2,141.5333333,0.6,0.6,0.064724839,2,0.4,1,6.092,1,0
sejam,1,4,1207,176,241.4,35.2,0.8,0.8,0.365485027,3,45282,3184.666667,9056.4,636.9333333,0.6,0.6,0.207822782,2,0.4,1,5.888,2,0
varite,1,5,2523,43.2,420.5,7.2,0.833333333,0.833333333,0.187534198,4,68148,431.25,11358,71.875,0.666666667,0.666666667,0.057808801,3,0.5,1,6.73,2,0
cakegift,1,7,1389,146.4285714,173.625,18.30357143,0.875,0.875,0.674937969,6,44632,2550.5,5579,318.8125,0.75,0.75,0.32870042,3,0.375,1,5.30125,5,0
jugmedia,1,7,2416,169.8571429,302,21.23214286,0.875,0.875,0.618758871,6,80029,3066,10003.625,383.25,0.75,0.75,0.313995432,4,0.5,1,4.90625,3,0
cloudbet,1,7,2169,128.1428571,271.125,16.01785714,0.875,0.875,0.581759928,6,75725,2062.333333,9465.625,257.7916667,0.75,0.75,0.270491108,3,0.375,1,5.0475,4,0
proaist,1,6,2818,74,402.5714286,10.57142857,0.857142857,0.857142857,0.351393842,5,80206,1606.2,11458,229.4571429,0.714285714,0.714285714,0.173607515,3,0.428571429,1,6.57,2,0
nigc,1,3,1045,194.6666667,261.25,48.66666667,0.75,0.75,0.300465161,2,30866,4037.5,7716.5,1009.375,0.5,0.5,0.154016974,1,0.25,1,4.9475,0,1
guarddownloadsafe,1,16,5825,156.1875,342.6470588,9.1875,0.941176471,0.941176471,1.533076279,15,213512,1454.333333,12559.52941,85.54901961,0.882352941,0.882352941,0.559682328,7,0.411764706,1,5.545294118,10,0
nyka,1,3,1823,299.6666667,455.75,74.91666667,0.75,0.75,0.386592755,2,54732,6238,13683,1559.5,0.5,0.5,0.210182001,1,0.25,1,4.76,0,1
campusbokhandeln,1,15,5096,135.8,318.5,8.4875,0.9375,0.9375,1.193052813,14,176855,1666.785714,11053.4375,104.1741071,0.875,0.875,0.559408537,5,0.3125,1,5.150625,14,0
carfax,1,5,962,157.8,160.3333333,26.3,0.833333333,0.833333333,0.428969644,4,35541,2339.5,5923.5,389.9166667,0.666666667,0.666666667,0.20908348,2,0.333333333,1,5.225,2,0
fastighetsbyran,1,14,5716,125.1428571,381.0666667,8.342857143,0.933333333,0.933333333,1.01452862,13,216349,1926.692308,14423.26667,128.4461538,0.866666667,0.866666667,0.56747535,4,0.266666667,1,5.609333333,6,0
flortparadis,1,11,4275,76.54545455,356.25,6.378787879,0.916666667,0.916666667,0.599601071,10,149917,670,12493.08333,55.83333333,0.833333333,0.833333333,0.198829882,4,0.333333333,1,5.946666667,5,0
happypancake,1,11,3947,138.3636364,328.9166667,11.53030303,0.916666667,0.916666667,0.923326402,10,135084,1825.3,11257,152.1083333,0.833333333,0.833333333,0.411607333,4,0.333333333,1,5.215833333,7,0
hudiksvall,1,9,3835,167.2222222,383.5,16.72222222,0.9,0.9,0.856292303,8,129176,3511.25,12917.6,351.125,0.8,0.8,0.51321824,3,0.3,1,4.485,1,0
kivra,1,4,2178,192,435.6,38.4,0.8,0.8,0.365364283,3,58105,5439,11621,1087.8,0.6,0.6,0.29622954,2,0.4,1,5.292,0,0
koda,1,3,1046,126,261.5,31.5,0.75,0.75,0.267478522,2,35307,1812,8826.75,453,0.5,0.5,0.089510496,2,0.5,1,5.4475,0,1
skolmaten,1,8,3435,95.25,381.6666667,10.58333333,0.888888889,0.888888889,0.503740763,7,124036,1220.428571,13781.77778,135.6031746,0.777777778,0.777777778,0.224832819,3,0.333333333,1,6.107777778,6,0
sophiebysophie,1,8,5966,229.25,426.1428571,16.375,0.571428571,0.928571429,0.782125391,8,214647,3958.5,15331.92857,282.75,0.571428571,0.857142857,0.52086689,6,0.428571429,1,5.47,7,0
otorapor,1,6,3637,49.33333333,454.625,6.166666667,0.75,0.875,0.26909074,6,117161,293.8333333,14645.125,36.72916667,0.75,0.75,0.065997895,4,0.5,1,6.63875,4,0
thecpapshop,1,10,3945,112.4,358.6363636,10.21818182,0.909090909,0.909090909,0.751959935,9,128843,1721,11713,156.4545455,0.818181818,0.818181818,0.353896976,3,0.272727273,1,5.15,7,0
pldthome,1,7,3155,122,394.375,15.25,0.875,0.875,0.549116974,6,102209,3284.333333,12776.125,410.5416667,0.75,0.75,0.337666417,2,0.25,1,4.98125,3,0
750,1,2,2491,802,830.3333333,267.3333333,0.666666667,0.666666667,0.276303212,1,48857,13351,16285.66667,4450.333333,0.333333333,0.333333333,0.149353727,0,0,0,0.123333333,0,1
fmvida,1,5,1911,258.4,318.5,43.06666667,0.833333333,0.833333333,0.532742643,4,68132,6268,11355.33333,1044.666667,0.666666667,0.666666667,0.278033833,2,0.333333333,1,4.403333333,1,0
lared,1,4,1244,23.5,248.8,4.7,0.8,0.8,0.103758068,3,41257,175,8251.4,35,0.6,0.6,0.022990049,2,0.4,1,6.678,3,0
rf-54,1,4,3527,721.75,705.4,144.35,0.8,0.8,0.515641156,3,88071,18617.33333,17614.2,3723.466667,0.6,0.6,0.441281202,0,0,1,1.926,0,0
abdulrahmandaas,1,14,3425,172.9285714,228.3333333,11.52857143,0.933333333,0.933333333,1.228297542,13,129051,3517.692308,8603.4,234.5128205,0.866666667,0.866666667,0.855828893,6,0.4,1,5.892666667,5,0
globalscope,1,10,3596,97.3,326.9090909,8.845454545,0.909090909,0.909090909,0.723457387,9,114544,770.2222222,10413.09091,70.02020202,0.818181818,0.818181818,0.213385496,4,0.363636364,1,5.53,6,0
plantant,1,5,2780,47.4,347.5,5.925,0.625,0.875,0.1896697,5,85950,124.8,10743.75,15.6,0.625,0.75,0.026587214,2,0.25,1,6.345,7,0
myfeed2all,1,9,3557,265.5555556,355.7,26.55555556,0.9,0.9,0.883472907,8,118596,5558.375,11859.6,555.8375,0.8,0.8,0.644074816,3,0.3,1,4.823,4,0
gabonmediatime,1,12,3911,79.75,279.3571429,5.696428571,0.857142857,0.928571429,0.708861161,12,130754,788.6666667,9339.571429,56.33333333,0.857142857,0.857142857,0.274292584,7,0.5,1,6.22,9,0
abc,1,2,43,243.5,14.33333333,81.16666667,0.666666667,0.666666667,0.23890213,1,41,2324,13.66666667,774.6666667,0.333333333,0.333333333,0.05815568,1,0.333333333,0,5.163333333,0,1
mundohispanico,1,13,5202,89.76923077,371.5714286,6.412087912,0.928571429,0.928571429,0.848010714,12,193889,1065,13849.21429,76.07142857,0.857142857,0.857142857,0.336078301,6,0.428571429,1,5.473571429,15,0
gbhackers,1,8,1853,169.625,205.8888889,18.84722222,0.888888889,0.888888889,0.677340111,7,44943,2614.142857,4993.666667,290.4603175,0.777777778,0.777777778,0.284275807,2,0.222222222,1,4.995555556,4,0
unibuddy,1,7,2663,189.5714286,332.875,23.69642857,0.875,0.875,0.761181325,6,95749,2172.666667,11968.625,271.5833333,0.75,0.75,0.315756202,3,0.375,1,3.805,3,0
dafatiri,1,7,2040,78,255,9.75,0.875,0.875,0.428997911,6,52465,1638.833333,6558.125,204.8541667,0.75,0.75,0.254231984,4,0.5,1,6.375,2,0
17thshard,1,8,4976,306.125,552.8888889,34.01388889,0.888888889,0.888888889,0.67294541,7,164200,4618.428571,18244.44444,513.1587302,0.777777778,0.777777778,0.449094027,1,0.111111111,1,4.123333333,3,0
mankov,1,5,1925,107.4,320.8333333,17.9,0.833333333,0.833333333,0.356196653,4,52008,1426.5,8668,237.75,0.666666667,0.666666667,0.139152705,2,0.333333333,1,4.898333333,2,0
mauvetree,1,8,3783,112.125,420.3333333,12.45833333,0.888888889,0.888888889,0.503740205,7,137618,2506.142857,15290.88889,278.4603175,0.777777778,0.777777778,0.339793834,5,0.555555556,1,6.551111111,4,0
9accounting,1,10,4895,151.3,445,13.75454545,0.909090909,0.909090909,0.564096183,9,166736,2535.888889,15157.81818,230.5353535,0.818181818,0.818181818,0.283149339,4,0.363636364,1,5.077272727,6,0
adslthailand,1,11,3524,85.27272727,293.6666667,7.106060606,0.916666667,0.916666667,0.711979015,10,114708,1665.5,9559,138.7916667,0.833333333,0.833333333,0.342068833,4,0.333333333,1,6.046666667,7,0
thanhthinhbui,1,10,4720,193.2,363.0769231,14.86153846,0.769230769,0.923076923,0.855302345,11,149834,3751.909091,11525.69231,288.6083916,0.846153846,0.846153846,0.64115489,4,0.307692308,1,4.953076923,6,0
sekilliharfler,1,13,4458,121.6153846,318.4285714,8.686813187,0.928571429,0.928571429,0.923308355,12,162609,1985.916667,11614.92857,141.8511905,0.857142857,0.857142857,0.556733039,5,0.357142857,1,5.926428571,3,0
ufv,1,2,978,650.5,326,216.8333333,0.666666667,0.666666667,0.289933392,1,29092,18346,9697.333333,6115.333333,0.333333333,0.333333333,0.159082943,1,0.333333333,1,2.09,0,1
superdatascience,1,15,5578,77.33333333,348.625,4.833333333,0.9375,0.9375,0.935743704,14,208477,590.4285714,13029.8125,36.90178571,0.875,0.875,0.27982194,7,0.4375,1,6.4975,8,0
politiko,1,7,3321,82.57142857,415.125,10.32142857,0.875,0.875,0.433672687,6,111036,744.6666667,13879.5,93.08333333,0.75,0.75,0.143020602,4,0.5,1,5.61875,2,0
mylanguageexchange,1,14,5898,145.4285714,327.6666667,8.079365079,0.777777778,0.944444444,1.155031065,15,214797,1404.333333,11933.16667,78.01851852,0.833333333,0.888888889,0.532849899,7,0.388888889,1,5.365555556,9,0
movielinksbd,1,11,4682,139,390.1666667,11.58333333,0.916666667,0.916666667,0.894563369,10,176047,1599.5,14670.58333,133.2916667,0.833333333,0.833333333,0.333894776,4,0.333333333,1,5.099166667,7,0
quizzinginc,1,9,5534,180.4444444,503.0909091,16.4040404,0.818181818,0.909090909,0.885427444,9,191181,1524.111111,17380.09091,138.5555556,0.818181818,0.818181818,0.333861686,4,0.363636364,1,4.137272727,5,0
wordpress,1,8,4294,109.5,477.1111111,12.16666667,0.888888889,0.888888889,0.540719953,7,136291,924.5714286,15143.44444,102.7301587,0.777777778,0.777777778,0.160035512,2,0.222222222,1,5.575555556,5,0
soudfa,1,5,2327,167.2,387.8333333,27.86666667,0.833333333,0.833333333,0.494689592,4,81048,3003.25,13508,500.5416667,0.666666667,0.666666667,0.237201994,3,0.5,1,5.211666667,1,0
apptamin,1,7,2711,96.71428571,338.875,12.08928571,0.875,0.875,0.46821732,6,90779,1444.833333,11347.375,180.6041667,0.75,0.75,0.205099331,3,0.375,1,5.9425,2,0
annaharkw,1,8,2370,152.875,263.3333333,16.98611111,0.888888889,0.888888889,0.628603466,7,74556,1611.285714,8284,179.031746,0.777777778,0.777777778,0.263335582,3,0.333333333,1,5.821111111,7,0
shopbetreiber-blog,1,16,7493,146.3125,416.2777778,8.128472222,0.888888889,0.944444444,1.294917773,16,263833,1641.6875,14657.38889,91.20486111,0.888888889,0.888888889,0.600122643,6,0.333333333,1,5.395,8,0
akdn,1,3,523,336.3333333,130.75,84.08333333,0.75,0.75,0.414425895,2,14952,9768,3738,2442,0.5,0.5,0.26182927,1,0.25,1,5.1575,0,1
artpaintings,1,10,4631,84.8,385.9166667,7.066666667,0.833333333,0.916666667,0.569158098,10,166341,649.4,13861.75,54.11666667,0.833333333,0.833333333,0.186631554,4,0.333333333,1,6.3525,10,0
canstockphoto,1,11,5211,110.1818182,400.8461538,8.475524476,0.846153846,0.923076923,0.736475026,11,169750,1141.636364,13057.69231,87.81818182,0.846153846,0.846153846,0.290251809,4,0.307692308,1,5.473846154,9,0
factum,1,5,1806,118.4,301,19.73333333,0.833333333,0.833333333,0.435283716,4,39159,1170.5,6526.5,195.0833333,0.666666667,0.666666667,0.133756678,2,0.333333333,1,4.603333333,2,0
i-reductions,1,11,5676,136.4545455,473,11.37121212,0.916666667,0.916666667,0.857458738,10,195942,982,16328.5,81.83333333,0.833333333,0.833333333,0.237801234,5,0.416666667,1,5.713333333,9,0
7mscorethai,1,10,4899,163.3,445.3636364,14.84545455,0.909090909,0.909090909,0.580959818,9,185576,2830.111111,16870.54545,257.2828283,0.818181818,0.818181818,0.345529517,4,0.363636364,1,5.696363636,9,0
ust,1,2,1483,44,494.3333333,14.66666667,0.666666667,0.666666667,0.083420037,1,29584,217,9861.333333,72.33333333,0.333333333,0.333333333,0.009502613,1,0.333333333,1,5.28,1,1
crosswise,1,8,4573,110.625,508.1111111,12.29166667,0.888888889,0.888888889,0.60847367,7,147435,1214.285714,16381.66667,134.9206349,0.777777778,0.777777778,0.236703851,3,0.333333333,1,6.146666667,3,0
maxiseries24,1,11,5489,154.8181818,457.4166667,12.90151515,0.916666667,0.916666667,0.817775269,10,166760,1468.4,13896.66667,122.3666667,0.833333333,0.833333333,0.35746198,5,0.416666667,1,5.613333333,4,0
crackreview,1,10,3345,116.1,304.0909091,10.55454545,0.909090909,0.909090909,0.768970582,9,120215,903.1111111,10928.63636,82.1010101,0.818181818,0.818181818,0.23077192,4,0.363636364,1,5.565454545,7,0
whoi,1,3,1666,199,416.5,49.75,0.75,0.75,0.318523982,2,42698,1992.5,10674.5,498.125,0.5,0.5,0.103818495,2,0.5,1,4.61,2,1
baixarvideoshd,1,13,4851,151.3076923,346.5,10.80769231,0.928571429,0.928571429,1.138622443,12,173760,1965.916667,12411.42857,140.422619,0.857142857,0.857142857,0.559203561,6,0.428571429,1,5.484285714,3,0
ranktank,1,5,2808,143.6,351,17.95,0.625,0.875,0.306179285,5,87357,1768,10919.625,221,0.625,0.75,0.187155806,2,0.25,1,5.91375,6,0
presetpro,1,7,4258,81,473.1111111,9,0.777777778,0.888888889,0.339227423,7,136518,699.5714286,15168.66667,77.73015873,0.777777778,0.777777778,0.145755648,3,0.333333333,1,6.441111111,6,0
unaids,1,5,1719,95,286.5,15.83333333,0.833333333,0.833333333,0.379182662,4,60149,1311.75,10024.83333,218.625,0.666666667,0.666666667,0.154843535,3,0.5,1,5.973333333,4,0
neenbo,1,5,1371,101.2,228.5,16.86666667,0.833333333,0.833333333,0.33533089,4,49968,1288.5,8328,214.75,0.666666667,0.666666667,0.14891385,3,0.5,1,6.861666667,2,0
spencersonline,1,13,5849,58.53846154,417.7857143,4.181318681,0.928571429,0.928571429,0.634657232,12,202977,244,14498.35714,17.42857143,0.857142857,0.857142857,0.112080136,5,0.357142857,1,6.638571429,9,0
multibriefs,1,10,4111,168.1,373.7272727,15.28181818,0.909090909,0.909090909,0.966199296,9,148034,1775.444444,13457.63636,161.4040404,0.818181818,0.818181818,0.386225179,4,0.363636364,1,5.339090909,3,0
hentaiz,1,6,2013,72.5,287.5714286,10.35714286,0.857142857,0.857142857,0.329594248,5,63834,1273,9119.142857,181.8571429,0.714285714,0.714285714,0.142254465,3,0.428571429,1,5.99,2,0
thepeachkitchen,1,12,4220,114.5833333,281.3333333,7.638888889,0.8,0.933333333,0.827054336,13,153666,1256,10244.4,83.73333333,0.866666667,0.866666667,0.422359381,5,0.333333333,1,5.628666667,11,0
flyariana,1,8,3045,90.375,338.3333333,10.04166667,0.888888889,0.888888889,0.491463552,7,96703,918.4285714,10744.77778,102.047619,0.777777778,0.777777778,0.176039028,4,0.444444444,1,6.222222222,5,0
central,1,6,2160,29.83333333,308.5714286,4.261904762,0.857142857,0.857142857,0.195067758,5,81499,141.8,11642.71429,20.25714286,0.714285714,0.714285714,0.03101277,2,0.285714286,1,6.607142857,2,0
prachatai,1,8,2341,46.375,260.1111111,5.152777778,0.888888889,0.888888889,0.362971481,7,88393,378.2857143,9821.444444,42.03174603,0.777777778,0.777777778,0.09989247,4,0.444444444,1,6.373333333,4,0
wellsfargojobs,1,13,5157,164.3846154,368.3571429,11.74175824,0.928571429,0.928571429,1.266428075,12,193480,2123.583333,13820,151.6845238,0.857142857,0.857142857,0.565280376,4,0.285714286,1,5.027857143,10,0
flylinks,1,7,3218,160.7142857,402.25,20.08928571,0.875,0.875,0.64091508,6,106984,1611.333333,13373,201.4166667,0.75,0.75,0.230333105,1,0.125,1,4.3175,6,0
echo-ntn,1,7,3760,171.8571429,470,21.48214286,0.875,0.875,0.616133386,6,114793,4839.166667,14349.125,604.8958333,0.75,0.75,0.454369824,2,0.25,1,5.37875,2,0
utrade,1,5,2290,48.8,381.6666667,8.133333333,0.833333333,0.833333333,0.231426758,4,82374,506.5,13729,84.41666667,0.666666667,0.666666667,0.05967899,3,0.5,1,6.35,3,0
calderaforms,1,11,3342,86.72727273,278.5,7.227272727,0.916666667,0.916666667,0.663403309,10,108677,661.2,9056.416667,55.1,0.833333333,0.833333333,0.206677294,4,0.333333333,1,5.9875,8,0
interswitchgroup,1,15,7588,117.4,474.25,7.3375,0.9375,0.9375,1.02069502,14,258526,1246.714286,16157.875,77.91964286,0.875,0.875,0.411177717,5,0.3125,1,5.355,9,0
kir2kos,1,6,3407,354.3333333,486.7142857,50.61904762,0.857142857,0.857142857,0.618843364,5,108430,12291.4,15490,1755.914286,0.714285714,0.714285714,0.574999497,2,0.285714286,1,4.518571429,0,0
lordz2,1,5,2752,367.8,458.6666667,61.3,0.833333333,0.833333333,0.409324991,4,67299,6620.25,11216.5,1103.375,0.666666667,0.666666667,0.316098761,1,0.166666667,1,3.756666667,2,0
bigguestposting,1,13,6610,116.3076923,440.6666667,7.753846154,0.866666667,0.933333333,0.920677219,13,231827,1278.384615,15455.13333,85.22564103,0.866666667,0.866666667,0.409788867,5,0.333333333,1,5.248,8,0
drsys,1,4,2437,178.5,487.4,35.7,0.8,0.8,0.435969374,3,57177,4239.666667,11435.4,847.9333333,0.6,0.6,0.236625507,0,0,1,4.866,1,0
pathlegal,1,8,2422,100,269.1111111,11.11111111,0.888888889,0.888888889,0.509787691,7,91379,1003.285714,10153.22222,111.4761905,0.777777778,0.777777778,0.210386815,3,0.333333333,1,5.743333333,8,0
atlasspro,1,8,3844,78.25,427.1111111,8.694444444,0.888888889,0.888888889,0.481546694,7,120788,859.2857143,13420.88889,95.47619048,0.777777778,0.777777778,0.17747459,3,0.333333333,1,6.563333333,7,0
kmspico10,1,8,4158,250.625,462,27.84722222,0.888888889,0.888888889,0.83052352,7,117841,5277.714286,13093.44444,586.4126984,0.777777778,0.777777778,0.534824743,2,0.222222222,1,3.736666667,2,0
zmanga,1,5,2164,143.6,360.6666667,23.93333333,0.833333333,0.833333333,0.304039045,4,73401,1189,12233.5,198.1666667,0.666666667,0.666666667,0.110731437,2,0.333333333,1,5.211666667,2,0
pippa,1,4,2056,140.25,411.2,28.05,0.8,0.8,0.381189224,3,56349,2375,11269.8,475,0.6,0.6,0.175108744,2,0.4,1,5.096,3,0
bitcoinadnetwork,1,15,6147,110.2,384.1875,6.8875,0.9375,0.9375,1.057372974,14,208260,816.1428571,13016.25,51.00892857,0.875,0.875,0.341219607,6,0.375,1,5.74,10,0
goodlifeupdate,1,13,4769,148.0769231,340.6428571,10.57692308,0.928571429,0.928571429,1.132944882,12,153258,1877.583333,10947,134.1130952,0.857142857,0.857142857,0.511124766,7,0.5,1,5.585714286,10,0
bellycrush,1,9,4227,122.2222222,422.7,12.22222222,0.9,0.9,0.766933379,8,134144,1391.125,13414.4,139.1125,0.8,0.8,0.296921395,2,0.2,1,4.551,8,0
themesia,1,7,2796,44.28571429,349.5,5.535714286,0.875,0.875,0.311214411,6,94482,275,11810.25,34.375,0.75,0.75,0.064240458,4,0.5,1,6.83375,8,0
namso-gen,1,8,4064,145.75,451.5555556,16.19444444,0.888888889,0.888888889,0.670648287,7,147969,2755.285714,16441,306.1428571,0.777777778,0.777777778,0.404609402,3,0.333333333,1,5.785555556,4,0
porn,1,3,1795,73.33333333,448.75,18.33333333,0.75,0.75,0.174837436,2,43086,91.5,10771.5,22.875,0.5,0.5,0.008671232,1,0.25,1,5.6875,2,1
rentalcargroup,1,13,5471,75.76923077,390.7857143,5.412087912,0.928571429,0.928571429,0.696443269,12,178100,556.8333333,12721.42857,39.77380952,0.857142857,0.857142857,0.203535619,5,0.357142857,1,6.021428571,7,0
commonsupport,1,12,6503,92.75,500.2307692,7.134615385,0.923076923,0.923076923,0.810940944,11,221568,608.1818182,17043.69231,46.78321678,0.846153846,0.846153846,0.207961628,4,0.307692308,1,5.128461538,8,0
chillpainai,1,9,2941,92.77777778,267.3636364,8.434343434,0.818181818,0.909090909,0.563381708,9,111157,858.8888889,10105.18182,78.08080808,0.818181818,0.818181818,0.228765733,5,0.454545455,1,5.969090909,7,0
greenrope,1,8,3516,101.5,390.6666667,11.27777778,0.888888889,0.888888889,0.529422467,7,111570,997,12396.66667,110.7777778,0.777777778,0.777777778,0.193210244,4,0.444444444,1,6.74,3,0
oceanwp,1,6,2152,177.8333333,307.4285714,25.4047619,0.857142857,0.857142857,0.510600702,5,49269,3050,7038.428571,435.7142857,0.714285714,0.714285714,0.298551588,3,0.428571429,1,5.774285714,2,0
acquisition,1,10,4430,140.9,402.7272727,12.80909091,0.909090909,0.909090909,0.669699321,9,147383,1619.222222,13398.45455,147.2020202,0.818181818,0.818181818,0.313991307,6,0.545454545,1,5.897272727,6,0
leadcrunch,1,9,2813,103.2222222,281.3,10.32222222,0.9,0.9,0.653076889,8,103470,1430,10347,143,0.8,0.8,0.302673951,3,0.3,1,5.304,4,0
bobwp,1,4,1500,332.75,300,66.55,0.8,0.8,0.498002089,3,24551,8747.333333,4910.2,1749.466667,0.6,0.6,0.355995437,1,0.2,1,3.186,1,0
bernama,1,6,1838,58.16666667,262.5714286,8.30952381,0.857142857,0.857142857,0.29773434,5,52335,385.6,7476.428571,55.08571429,0.714285714,0.714285714,0.072730485,3,0.428571429,1,6.655714286,3,0
spymetrics,1,9,4650,132.1111111,465,13.21111111,0.9,0.9,0.683106638,8,172898,1476,17289.8,147.6,0.8,0.8,0.267601904,2,0.2,1,5.444,5,0
menuegypt,1,8,3837,190.875,426.3333333,21.20833333,0.888888889,0.888888889,0.826055739,7,123228,2367.142857,13692,263.015873,0.777777778,0.777777778,0.38780634,3,0.333333333,1,5.023333333,6,0
ufabet,1,5,1174,163.4,195.6666667,27.23333333,0.833333333,0.833333333,0.457665595,4,37952,1800.5,6325.333333,300.0833333,0.666666667,0.666666667,0.18066836,3,0.5,1,5.39,5,0
bishelp,1,6,1931,98.5,275.8571429,14.07142857,0.857142857,0.857142857,0.419144718,5,56756,786,8108,112.2857143,0.714285714,0.714285714,0.126123561,2,0.285714286,1,5.137142857,4,0
arabateknikbilgi,1,15,4235,151.1333333,264.6875,9.445833333,0.9375,0.9375,1.222669286,14,151505,2251.285714,9469.0625,140.7053571,0.875,0.875,0.685928524,7,0.4375,1,5.87625,7,0
koran-jakarta,1,12,5696,134.0833333,438.1538462,10.31410256,0.923076923,0.923076923,0.858526842,11,188689,1914.454545,14514.53846,147.2657343,0.846153846,0.846153846,0.451294195,5,0.384615385,1,5.801538462,6,0
bellona,1,6,2111,50.33333333,301.5714286,7.19047619,0.857142857,0.857142857,0.288341044,5,61272,438.4,8753.142857,62.62857143,0.714285714,0.714285714,0.08054075,3,0.428571429,1,6.287142857,5,0
inside-digital,1,13,5281,87.46153846,377.2142857,6.247252747,0.928571429,0.928571429,0.79762993,12,199903,833.9166667,14278.78571,59.56547619,0.857142857,0.857142857,0.286053617,6,0.428571429,1,5.871428571,9,0
jungefreiheit,1,11,4117,161.0909091,316.6923077,12.39160839,0.846153846,0.923076923,0.919957837,11,143822,2369.363636,11063.23077,182.2587413,0.846153846,0.846153846,0.565517645,6,0.461538462,1,5.613076923,3,0
kidschat,1,7,1888,88,236,11,0.875,0.875,0.488263759,6,70811,924.8333333,8851.375,115.6041667,0.75,0.75,0.16451101,2,0.25,1,5.11875,8,0
metapedia,1,8,2531,50.125,281.2222222,5.569444444,0.888888889,0.888888889,0.389990908,7,84378,503.2857143,9375.333333,55.92063492,0.777777778,0.777777778,0.11949416,5,0.555555556,1,6.794444444,8,0
