,Name,Label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
1577,qeweid,1,5,2098,282.8,349.6666666666667,47.13333333333333,0.8333333333333334,0.8333333333333334,0.5105553807735858,4,67909,8001.75,11318.166666666666,1333.625,0.6666666666666666,0.6666666666666666,0.3051705793353813,3,0.5
1578,mooqtcbwg,1,8,3902,433.875,433.55555555555554,48.208333333333336,0.8888888888888888,0.8888888888888888,1.0126999421900436,7,116063,14650.714285714286,12895.888888888889,1627.857142857143,0.7777777777777778,0.7777777777777778,0.8740729954326989,2,0.2222222222222222
1579,tesocjol,1,7,3119,164.71428571428572,389.875,20.589285714285715,0.875,0.875,0.5208433822618203,6,97696,4928.666666666667,12212.0,616.0833333333334,0.75,0.75,0.41266572197727563,3,0.375
1580,nsacdcnju,1,8,2355,252.875,261.6666666666667,28.09722222222222,0.8888888888888888,0.8888888888888888,0.9324630640944076,7,75486,5812.857142857143,8387.333333333334,645.8730158730159,0.7777777777777778,0.7777777777777778,0.6516061087961612,2,0.2222222222222222
1581,nhcmfomx,1,7,2552,342.42857142857144,319.0,42.80357142857143,0.875,0.875,0.9159160297740008,6,78582,7592.666666666667,9822.75,949.0833333333334,0.75,0.75,0.6920182681742215,1,0.125
1582,qvsjh,1,4,2491,694.75,498.2,138.95,0.8,0.8,0.5650639011480805,3,81281,28956.333333333332,16256.2,5791.266666666666,0.6,0.6,0.4183474485227947,0,0.0
1583,lbqoycod,1,7,3197,364.57142857142856,399.625,45.57142857142857,0.875,0.875,0.8210051882688054,6,100969,14175.333333333334,12621.125,1771.9166666666667,0.75,0.75,0.5865635487841806,2,0.25
1584,birybcle,1,7,2506,175.14285714285714,313.25,21.892857142857142,0.875,0.875,0.6915948249719995,6,78991,4968.666666666667,9873.875,621.0833333333334,0.75,0.75,0.48231193447369636,2,0.25
1585,aqbmwher,1,7,2442,391.14285714285717,305.25,48.892857142857146,0.875,0.875,0.8056991069225834,6,86177,11873.5,10772.125,1484.1875,0.75,0.75,0.5515913689869238,2,0.25
1586,rwamq,1,4,1992,384.75,398.4,76.95,0.8,0.8,0.42052233439940206,3,57639,6412.333333333333,11527.8,1282.4666666666667,0.6,0.6,0.29836464635699717,1,0.2
1587,fbajavv,1,6,1426,333.0,203.71428571428572,47.57142857142857,0.8571428571428571,0.8571428571428571,0.752810226334397,5,22894,3362.6,3270.5714285714284,480.37142857142857,0.7142857142857143,0.7142857142857143,0.3582364528100982,2,0.2857142857142857
1588,dccqojvyjiz,1,10,4244,502.0,385.8181818181818,45.63636363636363,0.9090909090909091,0.9090909090909091,1.4459331328057727,9,148527,21446.222222222223,13502.454545454546,1949.6565656565656,0.8181818181818182,0.8181818181818182,1.215418622052516,2,0.18181818181818182
1589,sublj,1,4,1945,260.5,389.0,52.1,0.8,0.8,0.4608662612419,3,57556,4589.333333333333,11511.2,917.8666666666666,0.6,0.6,0.2108104198016466,1,0.2
1590,vpilmuphrx,1,9,4925,275.77777777777777,492.5,27.577777777777776,0.9,0.9,1.0883097347310966,8,161507,9233.375,16150.7,923.3375,0.8,0.8,0.7582755822640941,2,0.2
1591,fiaogvouilp,1,10,4193,203.4,381.1818181818182,18.490909090909092,0.9090909090909091,0.9090909090909091,1.018392347063711,9,142618,5192.111111111111,12965.272727272728,472.01010101010104,0.8181818181818182,0.8181818181818182,0.8050636163899715,6,0.5454545454545454
1592,bdqzyvjc,1,7,3869,725.7142857142857,483.625,90.71428571428571,0.875,0.875,0.9619390349514323,6,133787,23889.666666666668,16723.375,2986.2083333333335,0.75,0.75,0.887609223902428,0,0.0
1593,roqrvz,1,5,3328,521.8,554.6666666666666,86.96666666666665,0.8333333333333334,0.8333333333333334,0.5881048154442869,4,95083,20015.75,15847.166666666666,3335.9583333333335,0.6666666666666666,0.6666666666666666,0.5334128995890712,1,0.16666666666666666
1594,wznkltdzhi,1,9,5260,393.3333333333333,526.0,39.33333333333333,0.9,0.9,1.2152062709264047,8,189230,14050.375,18923.0,1405.0375,0.8,0.8,1.0058105661304795,1,0.1
1595,hguboeosctd,1,10,4101,213.6,372.8181818181818,19.418181818181818,0.9090909090909091,0.9090909090909091,1.1132020777791856,9,128012,5716.777777777777,11637.454545454546,519.7070707070707,0.8181818181818182,0.8181818181818182,0.8508528290572749,4,0.36363636363636365
1596,fefgxqzys,1,8,4233,608.875,470.3333333333333,67.65277777777777,0.8888888888888888,0.8888888888888888,0.9339358973700997,7,125334,22781.0,13926.0,2531.222222222222,0.7777777777777778,0.7777777777777778,0.8672104947843589,1,0.1111111111111111
1597,yqhwvefh,1,7,3851,587.1428571428571,481.375,73.39285714285714,0.875,0.875,0.8730580137677597,6,138658,21911.0,17332.25,2738.875,0.75,0.75,0.7619504085593845,1,0.125
1598,epreg,1,4,1566,96.75,313.2,19.35,0.8,0.8,0.283397715399115,3,53382,581.6666666666666,10676.4,116.33333333333333,0.6,0.6,0.059639863753121566,2,0.4
1599,rwmzhmginly,1,10,5204,342.1,473.09090909090907,31.1,0.9090909090909091,0.9090909090909091,1.263194378752653,9,180703,12128.444444444445,16427.545454545456,1102.5858585858587,0.8181818181818182,0.8181818181818182,0.9467492098682366,1,0.09090909090909091
1600,qklsl,1,4,2144,464.75,428.8,92.95,0.8,0.8,0.46797963811086996,3,54953,15556.333333333334,10990.6,3111.266666666667,0.6,0.6,0.4103231003200505,0,0.0
1601,urrqvjjefhh,1,10,4872,544.6,442.90909090909093,49.50909090909091,0.9090909090909091,0.9090909090909091,1.2736266552006013,9,174486,24037.333333333332,15862.363636363636,2185.212121212121,0.8181818181818182,0.8181818181818182,1.0651684767186702,2,0.18181818181818182
1602,akmacfltwt,1,9,3187,253.55555555555554,318.7,25.355555555555554,0.9,0.9,1.0235624036837212,8,88372,6552.125,8837.2,655.2125,0.8,0.8,0.8037736414002487,2,0.2
1603,qwpiy,1,4,2391,492.25,478.2,98.45,0.8,0.8,0.5301056119367407,3,78292,19761.0,15658.4,3952.2,0.6,0.6,0.37725874795210146,1,0.2
1604,dumbtjx,1,6,2522,430.1666666666667,360.2857142857143,61.452380952380956,0.8571428571428571,0.8571428571428571,0.7860206613191665,5,81807,9530.8,11686.714285714286,1361.542857142857,0.7142857142857143,0.7142857142857143,0.554601441265266,1,0.14285714285714285
1605,icpme,1,4,1443,214.5,288.6,42.9,0.8,0.8,0.37541788432426604,3,37236,4117.333333333333,7447.2,823.4666666666666,0.6,0.6,0.23905822734206725,2,0.4
1606,ldbrx,1,4,1264,328.5,252.8,65.7,0.8,0.8,0.5245868957484111,3,22502,9476.333333333334,4500.4,1895.2666666666669,0.6,0.6,0.33738405870779165,0,0.0
1607,xndhtvrp,1,7,4016,306.42857142857144,502.0,38.30357142857143,0.875,0.875,0.911498346326389,6,127312,10411.666666666666,15914.0,1301.4583333333333,0.75,0.75,0.7449648032457451,0,0.0
1608,edolt,1,4,1267,92.75,253.4,18.55,0.8,0.8,0.29545562461694674,3,31435,1579.0,6287.0,315.8,0.6,0.6,0.13054797309504146,2,0.4
1609,vkyfslbewz,1,9,4537,374.55555555555554,453.7,37.455555555555556,0.9,0.9,1.2081184585706948,8,139464,8764.125,13946.4,876.4125,0.8,0.8,0.9756877175369763,1,0.1
1610,zelty,1,4,2304,149.75,460.8,29.95,0.8,0.8,0.38030881911051395,3,59109,2516.6666666666665,11821.8,503.3333333333333,0.6,0.6,0.1780350538183237,1,0.2
1611,vyszs,1,4,3433,464.25,686.6,92.85,0.8,0.8,0.5922194777610911,3,93582,11538.0,18716.4,2307.6,0.6,0.6,0.4178638213581236,0,0.0
1612,sliwluo,1,6,3512,308.1666666666667,501.7142857142857,44.023809523809526,0.8571428571428571,0.8571428571428571,0.7256855471125385,5,103896,13056.0,14842.285714285714,1865.142857142857,0.7142857142857143,0.7142857142857143,0.5462238669766165,3,0.42857142857142855
1613,yqhdlogvo,1,8,3976,448.25,441.77777777777777,49.80555555555556,0.8888888888888888,0.8888888888888888,0.9645830587913093,7,120011,14665.42857142857,13334.555555555555,1629.4920634920634,0.7777777777777778,0.7777777777777778,0.7211360017204419,2,0.2222222222222222
1614,nlovntbfje,1,9,4134,320.22222222222223,413.4,32.022222222222226,0.9,0.9,1.029437764260214,8,143696,9439.875,14369.6,943.9875,0.8,0.8,0.8408213341537873,2,0.2
1615,agddbjlsfib,1,10,2507,334.1,227.9090909090909,30.372727272727275,0.9090909090909091,0.9090909090909091,1.2865781874161428,9,83364,10208.333333333334,7578.545454545455,928.0303030303031,0.8181818181818182,0.8181818181818182,1.1252527089777489,2,0.18181818181818182
1616,bthxpqtr,1,7,3923,512.4285714285714,490.375,64.05357142857143,0.875,0.875,0.7648942735831459,6,120829,21513.833333333332,15103.625,2689.2291666666665,0.75,0.75,0.7598125495387499,0,0.0
1617,voyrmurqn,1,8,5499,352.875,611.0,39.208333333333336,0.8888888888888888,0.8888888888888888,1.0041985212253524,7,185186,10651.42857142857,20576.222222222223,1183.4920634920634,0.7777777777777778,0.7777777777777778,0.7626016370457741,2,0.2222222222222222
1618,oqhiihfks,1,8,2937,499.75,326.3333333333333,55.52777777777778,0.8888888888888888,0.8888888888888888,1.089849741849072,7,96248,20541.14285714286,10694.222222222223,2282.3492063492067,0.7777777777777778,0.7777777777777778,1.0060079420109906,3,0.3333333333333333
1619,gplrfsqguos,1,10,5014,405.8,455.8181818181818,36.89090909090909,0.9090909090909091,0.9090909090909091,1.2956367229730137,9,169386,13334.444444444445,15398.727272727272,1212.2222222222224,0.8181818181818182,0.8181818181818182,1.1057117299031975,2,0.18181818181818182
1620,xxsan,1,4,2490,240.5,498.0,48.1,0.8,0.8,0.38027629843032246,3,94008,4991.0,18801.6,998.2,0.6,0.6,0.24371571752189417,1,0.2
1621,eivgulb,1,6,2733,271.3333333333333,390.42857142857144,38.76190476190476,0.8571428571428571,0.8571428571428571,0.7341317933077874,5,87768,7289.6,12538.285714285714,1041.3714285714286,0.7142857142857143,0.7142857142857143,0.549437738565346,3,0.42857142857142855
1622,fsnpvtto,1,7,4306,342.14285714285717,538.25,42.767857142857146,0.875,0.875,0.8982416152215316,6,135501,11102.333333333334,16937.625,1387.7916666666667,0.75,0.75,0.7734965465908483,1,0.125
1623,ejbeajglv,1,8,1741,385.0,193.44444444444446,42.77777777777778,0.8888888888888888,0.8888888888888888,0.9910166431387145,7,49231,15312.857142857143,5470.111111111111,1701.4285714285716,0.7777777777777778,0.7777777777777778,0.8972582736349605,3,0.3333333333333333
1624,rvrjeltdl,1,8,3941,300.375,437.8888888888889,33.375,0.8888888888888888,0.8888888888888888,1.0272862832007874,7,144785,10601.714285714286,16087.222222222223,1177.968253968254,0.7777777777777778,0.7777777777777778,0.6593244747105161,1,0.1111111111111111
1625,icodnzch,1,7,2619,221.14285714285714,327.375,27.642857142857142,0.875,0.875,0.6498464731166899,6,96172,6598.833333333333,12021.5,824.8541666666666,0.75,0.75,0.5236391128707774,2,0.25
1626,ibfyy,1,4,1502,484.75,300.4,96.95,0.8,0.8,0.5967416274528909,3,21412,18778.0,4282.4,3755.6,0.6,0.6,0.425505769217105,1,0.2
1627,eqnbqbon,1,7,2551,493.57142857142856,318.875,61.69642857142857,0.875,0.875,0.7957984658527298,6,76026,19661.833333333332,9503.25,2457.7291666666665,0.75,0.75,0.7552493919938004,2,0.25
1628,dawypjnr,1,7,3375,415.57142857142856,421.875,51.94642857142857,0.875,0.875,0.9565599612977342,6,108672,18726.333333333332,13584.0,2340.7916666666665,0.75,0.75,0.7282502301400995,1,0.125
1629,lngut,1,4,1962,194.25,392.4,38.85,0.8,0.8,0.4026245713802785,3,44850,5998.666666666667,8970.0,1199.7333333333333,0.6,0.6,0.27645372019350606,1,0.2
1630,irpsw,1,4,2280,210.5,456.0,42.1,0.8,0.8,0.47052139903692025,3,59718,5400.333333333333,11943.6,1080.0666666666666,0.6,0.6,0.28662881643489924,1,0.2
1631,cbkrmhw,1,6,1937,426.0,276.7142857142857,60.857142857142854,0.8571428571428571,0.8571428571428571,0.8931093211450333,5,62507,11868.4,8929.57142857143,1695.4857142857143,0.7142857142857143,0.7142857142857143,0.7073492989969129,0,0.0
1632,okwbuovyzd,1,9,5887,412.77777777777777,588.7,41.27777777777778,0.9,0.9,1.275132666250046,8,187288,11111.625,18728.8,1111.1625,0.8,0.8,1.088885168587534,3,0.3
1633,subkfjiyzj,1,9,4680,494.8888888888889,468.0,49.488888888888894,0.9,0.9,1.256845459088574,8,141155,18506.625,14115.5,1850.6625,0.8,0.8,1.0309250067410538,2,0.2
1634,jobmuq,1,5,2196,354.0,366.0,59.0,0.8333333333333334,0.8333333333333334,0.649376804153649,4,53823,8912.5,8970.5,1485.4166666666667,0.6666666666666666,0.6666666666666666,0.4127163917700744,2,0.3333333333333333
1635,npqidwp,1,6,3011,479.1666666666667,430.14285714285717,68.45238095238095,0.8571428571428571,0.8571428571428571,0.7941546705031508,5,81921,15483.8,11703.0,2211.9714285714285,0.7142857142857143,0.7142857142857143,0.7040475417892602,1,0.14285714285714285
1636,ozfkb,1,4,2097,570.75,419.4,114.15,0.8,0.8,0.6113261820775753,3,65075,27830.666666666668,13015.0,5566.133333333333,0.6,0.6,0.3944808954546928,1,0.2
1637,aqatc,1,4,1371,315.0,274.2,63.0,0.8,0.8,0.4579555216271956,3,24458,3680.0,4891.6,736.0,0.6,0.6,0.21517466357635925,2,0.4
1638,gxtrrkva,1,7,4408,330.7142857142857,551.0,41.339285714285715,0.875,0.875,0.8205423006518701,6,137004,10103.833333333334,17125.5,1262.9791666666667,0.75,0.75,0.7244160111519675,1,0.125
1639,yiakws,1,5,2495,262.6,415.8333333333333,43.76666666666667,0.8333333333333334,0.8333333333333334,0.5854293853441944,4,62222,8976.5,10370.333333333334,1496.0833333333333,0.6666666666666666,0.6666666666666666,0.49342518841994754,2,0.3333333333333333
1640,nclspveq,1,7,3286,239.0,410.75,29.875,0.875,0.875,0.7389917556222367,6,118309,7526.166666666667,14788.625,940.7708333333334,0.75,0.75,0.6576053513557182,1,0.125
1641,jvzclgbzomb,1,10,4916,465.5,446.90909090909093,42.31818181818182,0.9090909090909091,0.9090909090909091,1.3097571497519367,9,169168,13114.666666666666,15378.90909090909,1192.2424242424242,0.8181818181818182,0.8181818181818182,1.150418943397909,1,0.09090909090909091
1642,fktpdeezvj,1,9,4147,437.55555555555554,414.7,43.75555555555555,0.9,0.9,1.10260223490301,8,126686,12401.5,12668.6,1240.15,0.8,0.8,0.8415443122792379,2,0.2
1643,lddla,1,4,1085,208.0,217.0,41.6,0.8,0.8,0.43182846681645976,3,25211,4330.666666666667,5042.2,866.1333333333334,0.6,0.6,0.248440182422075,1,0.2
1644,grqlxg,1,5,2852,569.0,475.3333333333333,94.83333333333333,0.8333333333333334,0.8333333333333334,0.7078306863042111,4,74806,34100.25,12467.666666666666,5683.375,0.6666666666666666,0.6666666666666666,0.4986696124158488,0,0.0
1645,vyvlrzsc,1,7,5331,481.85714285714283,666.375,60.232142857142854,0.875,0.875,1.0396645392352664,6,176344,20624.666666666668,22043.0,2578.0833333333335,0.75,0.75,0.892673711480379,0,0.0
1646,cypyn,1,4,2550,344.5,510.0,68.9,0.8,0.8,0.5904840823537738,3,61653,10118.333333333334,12330.6,2023.6666666666667,0.6,0.6,0.38789890378446,0,0.0
1647,naekj,1,4,1053,321.0,210.6,64.2,0.8,0.8,0.468303342731032,3,25106,7861.0,5021.2,1572.2,0.6,0.6,0.3491276309740443,2,0.4
1648,ayymnaql,1,7,3489,396.85714285714283,436.125,49.607142857142854,0.875,0.875,0.9065425382456884,6,108876,9221.833333333334,13609.5,1152.7291666666667,0.75,0.75,0.746596819412835,2,0.25
1649,duaxme,1,5,2268,266.4,378.0,44.4,0.8333333333333334,0.8333333333333334,0.5834513649722248,4,68557,7006.0,11426.166666666666,1167.6666666666667,0.6666666666666666,0.6666666666666666,0.4412121688125873,3,0.5
1650,jxshths,1,6,3252,368.0,464.57142857142856,52.57142857142857,0.8571428571428571,0.8571428571428571,0.6610950474331541,5,112630,5977.0,16090.0,853.8571428571429,0.7142857142857143,0.7142857142857143,0.44823210964181925,0,0.0
1651,bycuafncyh,1,9,3564,304.8888888888889,356.4,30.48888888888889,0.9,0.9,1.1882481831059424,8,100249,7823.875,10024.9,782.3875,0.8,0.8,0.8868950591973118,2,0.2
1652,ohwfzsavh,1,8,4369,475.375,485.44444444444446,52.81944444444444,0.8888888888888888,0.8888888888888888,1.076534515479317,7,135233,20128.571428571428,15025.888888888889,2236.5079365079364,0.7777777777777778,0.7777777777777778,0.7951019245412495,2,0.2222222222222222
1653,izcewtra,1,7,3782,224.57142857142858,472.75,28.071428571428573,0.875,0.875,0.6693181082689594,6,118972,4767.0,14871.5,595.875,0.75,0.75,0.5046680410698567,3,0.375
1654,slpiecipu,1,8,3169,162.75,352.1111111111111,18.083333333333332,0.8888888888888888,0.8888888888888888,0.8076735614838988,7,97777,3161.1428571428573,10864.111111111111,351.23809523809524,0.7777777777777778,0.7777777777777778,0.47333713879832784,4,0.4444444444444444
1655,lftobif,1,6,2262,172.0,323.14285714285717,24.571428571428573,0.8571428571428571,0.8571428571428571,0.605996150229552,5,74038,4269.8,10576.857142857143,609.9714285714286,0.7142857142857143,0.7142857142857143,0.3873388713171673,2,0.2857142857142857
1656,fodkwxjv,1,7,3377,590.4285714285714,422.125,73.80357142857143,0.875,0.875,0.8538163834576611,6,114360,20419.0,14295.0,2552.375,0.75,0.75,0.8140986656300473,1,0.125
1657,fucuabdlooz,1,10,3540,222.8,321.8181818181818,20.254545454545454,0.9090909090909091,0.9090909090909091,1.1453573016700929,9,113073,4594.0,10279.363636363636,417.6363636363636,0.8181818181818182,0.8181818181818182,0.7697194541178118,5,0.45454545454545453
1658,rboduuvpmss,1,10,5510,301.7,500.90909090909093,27.427272727272726,0.9090909090909091,0.9090909090909091,1.252602715911255,9,182474,11008.0,16588.545454545456,1000.7272727272727,0.8181818181818182,0.8181818181818182,0.9656423323067342,3,0.2727272727272727
1659,zxxax,1,4,2771,504.5,554.2,100.9,0.8,0.8,0.5749156393089171,3,104321,13010.0,20864.2,2602.0,0.6,0.6,0.44264656838386096,1,0.2
1660,yoqrjhs,1,6,3393,534.0,484.7142857142857,76.28571428571429,0.8571428571428571,0.8571428571428571,0.8797351276887911,5,117986,22798.2,16855.14285714286,3256.8857142857146,0.7142857142857143,0.7142857142857143,0.7156236531195803,1,0.14285714285714285
1661,tvgpgm,1,5,2611,445.8,435.1666666666667,74.3,0.8333333333333334,0.8333333333333334,0.762927218018798,4,89951,14097.0,14991.833333333334,2349.5,0.6666666666666666,0.6666666666666666,0.5449884369325324,0,0.0
1662,tkuqjtdww,1,8,4613,596.75,512.5555555555555,66.30555555555556,0.8888888888888888,0.8888888888888888,1.1070290680197863,7,142504,27617.0,15833.777777777777,3068.5555555555557,0.7777777777777778,0.7777777777777778,0.8759067975342003,1,0.1111111111111111
1663,kqplaedop,1,8,2860,334.5,317.77777777777777,37.166666666666664,0.8888888888888888,0.8888888888888888,0.6996225585462122,7,87659,9090.57142857143,9739.888888888889,1010.0634920634922,0.7777777777777778,0.7777777777777778,0.5411949849754725,3,0.3333333333333333
1664,zzbnqos,1,6,3665,483.8333333333333,523.5714285714286,69.11904761904762,0.8571428571428571,0.8571428571428571,0.8413736733154327,5,118209,17587.0,16887.0,2512.4285714285716,0.7142857142857143,0.7142857142857143,0.7470148981308196,1,0.14285714285714285
1665,itpcnaq,1,6,2237,268.5,319.57142857142856,38.357142857142854,0.8571428571428571,0.8571428571428571,0.6883464337466902,5,84221,6744.6,12031.57142857143,963.5142857142857,0.7142857142857143,0.7142857142857143,0.5397697546979962,2,0.2857142857142857
1666,apwlmfyzwjv,1,10,5686,540.7,516.9090909090909,49.154545454545456,0.9090909090909091,0.9090909090909091,1.4176520075715677,9,202054,19674.444444444445,18368.545454545456,1788.5858585858587,0.8181818181818182,0.8181818181818182,1.279035326955153,1,0.09090909090909091
1667,ehvaggkotor,1,10,3962,238.5,360.1818181818182,21.681818181818183,0.9090909090909091,0.9090909090909091,1.0140229607928917,9,129430,6077.333333333333,11766.363636363636,552.4848484848485,0.8181818181818182,0.8181818181818182,0.7338759017312178,4,0.36363636363636365
1668,pwzoq,1,4,2969,572.5,593.8,114.5,0.8,0.8,0.6007521438514302,3,91904,27114.333333333332,18380.8,5422.866666666667,0.6,0.6,0.3779670975777736,1,0.2
1669,mgxrztswzbu,1,10,6570,501.4,597.2727272727273,45.58181818181818,0.9090909090909091,0.9090909090909091,1.3986596344960667,9,247255,20697.0,22477.727272727272,1881.5454545454545,0.8181818181818182,0.8181818181818182,1.1707363456528328,1,0.09090909090909091
1670,tkrnvpubb,1,8,4514,321.0,501.55555555555554,35.666666666666664,0.8888888888888888,0.8888888888888888,1.097117285291682,7,169841,8856.0,18871.222222222223,984.0,0.7777777777777778,0.7777777777777778,0.7769083045593431,1,0.1111111111111111
1671,tvvzbwtq,1,7,4996,621.4285714285714,624.5,77.67857142857143,0.875,0.875,1.0357526254493623,6,161648,26147.666666666668,20206.0,3268.4583333333335,0.75,0.75,0.8104968070684515,0,0.0
1672,otflwmepynl,1,10,5428,276.4,493.45454545454544,25.127272727272725,0.9090909090909091,0.9090909090909091,1.2052205197167667,9,186820,10130.444444444445,16983.636363636364,920.949494949495,0.8181818181818182,0.8181818181818182,1.057205817486969,2,0.18181818181818182
1673,ilrzx,1,4,2398,482.5,479.6,96.5,0.8,0.8,0.4968232554771986,3,54066,23337.666666666668,10813.2,4667.533333333334,0.6,0.6,0.3594778312540081,1,0.2
1674,xgmwyh,1,5,3382,515.0,563.6666666666666,85.83333333333333,0.8333333333333334,0.8333333333333334,0.7856559493520318,4,93473,27607.5,15578.833333333334,4601.25,0.6666666666666666,0.6666666666666666,0.5514591857560518,0,0.0
1675,fjqwsaddacg,1,10,3053,404.0,277.54545454545456,36.72727272727273,0.9090909090909091,0.9090909090909091,1.0172971381108509,9,112597,10730.666666666666,10236.09090909091,975.5151515151515,0.8181818181818182,0.8181818181818182,0.8388060739001907,2,0.18181818181818182
1676,xddejktsdad,1,10,3578,288.6,325.27272727272725,26.236363636363638,0.9090909090909091,0.9090909090909091,1.1153543835521398,9,135548,7862.111111111111,12322.545454545454,714.7373737373738,0.8181818181818182,0.8181818181818182,0.8962750516067123,2,0.18181818181818182
1677,ddudjbblpyn,1,10,3530,351.1,320.90909090909093,31.91818181818182,0.9090909090909091,0.9090909090909091,1.3839142688522958,9,98716,11366.0,8974.181818181818,1033.2727272727273,0.8181818181818182,0.8181818181818182,1.1927437807531378,1,0.09090909090909091
1678,hmqxlv,1,5,2710,709.0,451.6666666666667,118.16666666666667,0.8333333333333334,0.8333333333333334,0.6540100168252273,4,86183,31970.25,14363.833333333334,5328.375,0.6666666666666666,0.6666666666666666,0.5244791339211269,0,0.0
1679,djvvcqgkc,1,8,3439,691.375,382.1111111111111,76.81944444444444,0.8888888888888888,0.8888888888888888,1.159105742137864,7,115947,27147.571428571428,12883.0,3016.396825396825,0.7777777777777778,0.7777777777777778,0.9532116010587893,0,0.0
1680,uvtbpwaokww,1,10,5628,404.6,511.6363636363636,36.78181818181818,0.9090909090909091,0.9090909090909091,1.4408113467144128,9,181014,12321.333333333334,16455.81818181818,1120.1212121212122,0.8181818181818182,0.8181818181818182,1.2069290347910888,3,0.2727272727272727
1681,zkcmjzidth,1,9,4398,438.77777777777777,439.8,43.87777777777778,0.9,0.9,1.161514483597023,8,139173,14046.0,13917.3,1404.6,0.8,0.8,1.072259135534293,1,0.1
1682,ogruaotio,1,8,3830,132.625,425.55555555555554,14.73611111111111,0.8888888888888888,0.8888888888888888,0.7027651328208242,7,133251,3701.714285714286,14805.666666666666,411.3015873015873,0.7777777777777778,0.7777777777777778,0.42846787186513385,6,0.6666666666666666
1683,rhzygnsgtb,1,9,5258,384.0,525.8,38.4,0.9,0.9,1.2592426713398839,8,172108,12493.75,17210.8,1249.375,0.8,0.8,1.010127472333549,0,0.0
1684,ptqeedfarax,1,10,3255,288.4,295.90909090909093,26.218181818181815,0.9090909090909091,0.9090909090909091,0.9543464581338277,9,122517,8619.555555555555,11137.90909090909,783.5959595959595,0.8181818181818182,0.8181818181818182,0.7441366329713407,4,0.36363636363636365
1685,oeyyolou,1,7,4108,217.57142857142858,513.5,27.196428571428573,0.875,0.875,0.6994358235190637,6,134975,5401.666666666667,16871.875,675.2083333333334,0.75,0.75,0.5081988269597292,5,0.625
1686,yyigqq,1,5,3039,585.2,506.5,97.53333333333335,0.8333333333333334,0.8333333333333334,0.6539283754758615,4,91630,15678.5,15271.666666666666,2613.0833333333335,0.6666666666666666,0.6666666666666666,0.6111588675561527,1,0.16666666666666666
1687,uryuriex,1,6,4300,150.5,537.5,18.8125,0.75,0.875,0.5161804082102844,6,156586,3003.5,19573.25,375.4375,0.75,0.75,0.37007750790625055,4,0.5
1688,rimamw,1,5,1921,140.0,320.1666666666667,23.333333333333332,0.8333333333333334,0.8333333333333334,0.33255102382304413,4,54694,1571.25,9115.666666666666,261.875,0.6666666666666666,0.6666666666666666,0.16027703073026722,2,0.3333333333333333
1689,avkwimck,1,7,2942,287.2857142857143,367.75,35.910714285714285,0.875,0.875,0.8470315293418359,6,108332,8985.0,13541.5,1123.125,0.75,0.75,0.6372865766705481,2,0.25
1690,wzgysbnml,1,8,4716,438.875,524.0,48.763888888888886,0.8888888888888888,0.8888888888888888,1.1539553899109651,7,161250,14888.285714285714,17916.666666666668,1654.2539682539682,0.7777777777777778,0.7777777777777778,0.9448698454532038,0,0.0
1691,dmacs,1,4,682,149.75,136.4,29.95,0.8,0.8,0.3422206725065284,3,22215,1738.6666666666667,4443.0,347.73333333333335,0.6,0.6,0.13403360417670335,1,0.2
1692,ayglvxei,1,7,3486,395.14285714285717,435.75,49.392857142857146,0.875,0.875,0.9146480769120836,6,126201,16391.0,15775.125,2048.875,0.75,0.75,0.7350227885793995,3,0.375
1693,bdibd,1,3,513,378.6666666666667,102.6,75.73333333333333,0.6,0.8,0.3218301003349503,3,17799,5690.666666666667,3559.8,1138.1333333333334,0.6,0.6,0.29408264433798437,1,0.2
1694,huqffdjcqux,1,10,4043,539.8,367.54545454545456,49.07272727272727,0.9090909090909091,0.9090909090909091,1.4194004855553333,9,123608,19790.666666666668,11237.09090909091,1799.1515151515152,0.8181818181818182,0.8181818181818182,1.3141642537242755,2,0.18181818181818182
1695,gdpmpnez,1,7,2678,310.42857142857144,334.75,38.80357142857143,0.875,0.875,0.8881034202945564,6,94862,8642.833333333334,11857.75,1080.3541666666667,0.75,0.75,0.7191442747348127,1,0.125
1696,cqftjhqoiq,1,9,3767,576.0,376.7,57.6,0.9,0.9,1.2835710256379118,8,130746,19973.5,13074.6,1997.35,0.8,0.8,1.2103036568086212,2,0.2
1697,sngdbmvcif,1,9,3272,330.6666666666667,327.2,33.06666666666667,0.9,0.9,1.1635016763540749,8,112318,9192.25,11231.8,919.225,0.8,0.8,0.9570344711278856,1,0.1
1698,qisuiiic,1,6,3347,303.6666666666667,418.375,37.958333333333336,0.75,0.875,0.6048762867194037,6,115362,7014.5,14420.25,876.8125,0.75,0.75,0.6249086662535224,5,0.625
1699,kzzojqz,1,6,3882,656.1666666666666,554.5714285714286,93.73809523809523,0.8571428571428571,0.8571428571428571,0.7757698292591562,5,123328,23951.2,17618.285714285714,3421.6,0.7142857142857143,0.7142857142857143,0.6519346018535228,1,0.14285714285714285
1700,kcrjqrux,1,7,3569,509.7142857142857,446.125,63.714285714285715,0.875,0.875,0.9218369679490479,6,105710,17508.333333333332,13213.75,2188.5416666666665,0.75,0.75,0.8594457891707131,1,0.125
